# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Nov 16 16:49:49 2023
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag
# COLUMN pl_msinie:      Planet Mass*sin(i) [Earth Mass]
# COLUMN pl_msinieerr1:  Planet Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_msinieerr2:  Planet Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_msinielim:   Planet Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_cmasse:      Planet Mass*sin(i)/sin(i) [Earth Mass]
# COLUMN pl_cmasseerr1:  Planet Mass*sin(i)/sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_cmasseerr2:  Planet Mass*sin(i)/sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_cmasselim:   Planet Mass*sin(i)/sin(i) [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
#
loc_rowid,pl_name,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim
2425,HD 192263 b,,,,,200.23190,,,0,,,,,0.154000,,,0
2426,HD 192263 b,,,,,209.13109,9.53485,-9.53485,0,,,,,0.040000,0.037000,-0.027000,0
2427,HD 192263 b,,,,,228.83000,,,0,,,,,0.000000,,,0
2428,HD 192263 b,,,,,232.96000,4.76700,-4.76700,0,,,,,0.008000,0.014000,-0.014000,0
2429,HD 192310 b,,,,,16.90000,0.90000,-0.90000,0,16.900,0.900,-0.900,0,0.130000,0.040000,-0.040000,0
2430,HD 192310 b,,,,,21.60000,2.00000,-2.00000,0,,,,,0.300000,0.090000,-0.090000,0
2431,HD 192310 b,,,,,14.33406,2.03410,-1.87519,0,,,,,0.140000,0.120000,-0.093000,0
2432,HD 192310 c,,,,,24.00000,5.00000,-5.00000,0,24.000,5.000,-5.000,0,0.320000,0.110000,-0.110000,0
2433,HD 192699 b,,,,,737.36560,162.09330,-162.09330,0,,,,,0.130000,0.050000,-0.050000,0
2434,HD 192699 b,,,,,794.50000,,,0,,,,,0.149000,0.060000,-0.060000,0
2435,HD 192699 b,,,,,762.76000,47.67000,-66.74000,0,,,,,0.129000,0.029000,-0.060000,0
2436,HD 192699 b,,,,,666.17168,29.55819,-29.55819,0,,,,,0.082000,0.041000,-0.041000,0
2437,HD 194490 b,3561.90296,560.64931,-422.39395,0,,,,,,,,,0.251000,0.105000,-0.094000,0
2438,HD 195019 b,,,,,1264.96340,54.03110,-54.03110,0,,,,,0.010000,0.000000,0.000000,0
2439,HD 195019 b,,,,,1166.39000,41.32000,-41.32000,0,,,,,0.014000,0.004000,-0.004000,0
2440,HD 195019 b,,,,,1172.70000,95.30000,-95.30000,0,,,,,0.013800,0.004400,-0.004400,0
2441,HD 195019 b,,,,,1161.66283,28.28673,-28.92239,0,,,,,0.019800,0.003200,-0.003200,0
2442,HD 195019 b,,,,,1175.92000,95.34000,-95.34000,0,,,,,0.014000,0.004400,-0.004400,0
2443,HD 195019 b,,,,,1115.54000,127.10000,-127.10000,0,,,,,0.030000,0.020000,-0.020000,0
2444,HD 195019 b,,,,,1102.82000,,,0,,,,,0.020000,0.020000,-0.020000,0
2445,HD 196050 b,,,,,1010.69940,95.34900,-95.34900,0,,,,,0.230000,0.040000,-0.040000,0
2446,HD 196050 b,,,,,959.84660,,,0,,,,,0.300000,,,0
2447,HD 196050 b,1446.11925,219.30160,-228.83645,0,949.35345,26.69759,-28.92239,0,,,,,0.178000,0.011000,-0.011000,0
2448,HD 196050 b,,,,,889.92400,158.91500,-158.91500,0,,,,,0.190000,0.090000,-0.090000,0
2449,HD 196050 b,,,,,921.67000,82.63000,-82.63000,0,,,,,0.228000,0.038000,-0.038000,0
2450,HD 196050 b,1493.79351,254.26273,-254.26273,0,,,,,,,,,0.200000,0.010000,-0.010000,0
2451,HD 196067 b,,,,,2192.90000,1239.50000,-349.60000,0,,,,,0.660000,0.180000,-0.090000,0
2452,HD 196067 b,3972.85509,794.57102,-572.09113,0,2510.84442,1493.79351,-476.74261,0,,,,,0.700000,0.140000,-0.120000,0
2453,HD 19615 b,,,,,2701.54146,222.47988,-222.47988,0,,,,,0.200000,0.100000,-0.100000,0
2454,HD 196885 A b,,,,,947.13340,15.89150,-15.89150,0,,,,,0.480000,0.020000,-0.020000,0
2455,HD 196885 A b,,,,,819.97000,50.85000,-50.85000,0,,,,,0.480000,0.060000,-0.060000,0
2456,HD 196885 A b,,,,,940.74000,,,0,,,,,0.462000,0.026000,-0.026000,0
2457,HD 197037 b,,,,,251.00000,16.00000,-16.00000,0,,,,,0.220000,0.070000,-0.070000,0
2458,HD 199509 b,,,,,43.22466,3.81394,-5.08525,0,,,,,0.373000,0.090000,-0.087000,0
2459,HD 19994 b,,,,,435.41000,38.14000,-38.14000,0,,,,,0.063000,0.062000,-0.062000,0
2460,HD 19994 b,,,,,533.95440,,,0,,,,,0.300000,0.040000,-0.040000,0
2461,HD 20003 b,,,,,11.66000,1.04000,-1.06000,0,,,,,0.360000,0.050000,-0.050000,0
2462,HD 20003 c,,,,,14.44000,1.47000,-1.39000,0,,,,,0.100000,0.080000,-0.070000,0
2463,HD 200964 b,,,,,721.47410,117.59710,-117.59710,0,,,,,0.040000,0.030000,-0.030000,0
2464,HD 200964 b,,,,,587.96000,44.49000,-25.43000,0,,,,,0.040000,0.040000,-0.020000,0
2465,HD 200964 b,,,,,508.21017,21.29461,-21.29461,0,,,,,0.087000,0.035000,-0.035000,0
2466,HD 200964 c,,,,,385.84562,22.88376,-22.88376,0,,,,,0.243000,0.047000,-0.047000,0
2467,HD 200964 c,,,,,284.44600,39.09100,-20.02200,0,,,,,0.181000,0.024000,-0.017000,0
2468,HD 202206 c,,,,,775.50520,,,0,776.000,,,0,0.267000,0.021000,-0.021000,0
2469,HD 202206 c,,,,,769.46643,,,0,,,,,0.255000,,,0
2470,HD 202206 c,5689.15700,921.70700,-572.09400,0,731.00900,,,0,,,,,0.220000,0.030000,-0.030000,0
2471,HD 202696 b,634.38868,69.92260,-31.78300,-1,,,,,,,,,0.011000,0.078000,-0.011000,0
2472,HD 202696 c,592.43512,56.25591,-72.14741,-1,,,,,,,,,0.028000,0.065000,-0.012000,0
2473,HD 202772 A b,323.23311,22.24810,-21.61244,0,321.96179,22.24810,-21.61244,0,323.445,22.351,-22.351,0,0.038000,0.042000,-0.027000,0
2474,HD 202772 A b,,,,,,,,,,,,,,,,
2475,HD 203030 b,3496.11248,1271.31363,-953.48522,0,,,,,,,,,,,,
2476,HD 203030 b,7656.09700,2662.99100,-3661.61200,0,,,,,,,,,,,,
2477,HD 20329 b,,,,,,,,,,,,,,,,
2478,HD 20329 b,7.42000,1.09000,-1.09000,0,,,,,,,,,0.000000,,,0
2479,HD 203387 b,,,,,1106.04286,187.20093,-168.76688,0,,,,,0.732000,0.049000,-0.049000,0
2480,HD 203387 c,2378.94563,1079.02744,-702.40078,0,,,,,,,,,0.202000,0.125000,-0.101000,0
2481,HD 2039 b,,,,,1557.30000,317.80000,-317.80000,0,,,,,0.670000,0.100000,-0.100000,0
2482,HD 2039 b,,,,,1941.86000,260.61000,-260.61000,0,,,,,0.715000,0.046000,-0.046000,0
2483,HD 2039 b,,,,,1999.15070,368.68280,-368.68280,0,,,,,0.710000,0.050000,-0.050000,0
2484,HD 204313 b,,,,,1128.25000,63.60000,-63.60000,0,,,,,0.230000,0.040000,-0.040000,0
2485,HD 204313 b,,,,,1360.00000,94.00000,-94.00000,0,,,,,0.094600,0.003200,-0.003200,0
2486,HD 204313 b,,,,,1099.69180,66.74430,-66.74430,0,,,,,0.230000,0.040000,-0.040000,0
2487,HD 204313 b,,,,,1287.16000,54.03000,-54.03000,0,,,,,0.131000,0.023000,-0.023000,0
2488,HD 204313 b,1576.42890,540.30829,-143.02278,0,1417.51470,31.78284,-31.78284,0,,,,,0.091000,0.006600,-0.006300,0
2489,HD 204313 b,1466.77810,409.99865,-97.25549,0,,,,,,,,,0.100000,0.003000,-0.003000,0
2490,HD 204313 c,,,,,17.60000,1.70000,-1.70000,0,,,,,0.155000,0.071000,-0.071000,0
2491,HD 204313 c,,,,,17.16273,1.58914,-1.58914,0,,,,,0.059000,0.051000,-0.041000,0
2492,HD 204313 e,4868.17771,1554.18091,-1647.30463,0,,,,,,,,,0.253000,0.071000,-0.065000,0
2493,HD 204313 e,6324.78530,3813.94088,-2765.10714,0,5085.25451,4449.59770,-3178.28407,0,,,,,0.190000,0.230000,-0.130000,0
2494,HD 204941 b,,,,,84.53920,10.17010,-10.17010,0,,,,,0.370000,0.080000,-0.080000,0
2495,HD 204941 b,,,,,73.10090,9.53490,-9.53490,0,,,,,0.370000,0.080000,-0.080000,0
2496,HD 205158 b,,,,,124.58874,12.39531,-14.30228,0,,,,,0.145000,0.075000,-0.058000,0
2497,HD 205739 b,,,,,435.41000,22.25000,-28.60000,0,,,,,0.270000,0.070000,-0.070000,0
2498,HD 206255 b,,,,,34.20000,7.10000,-7.10000,0,,,,,0.230000,0.110000,-0.110000,0
2499,HD 206610 b,,,,,699.19700,31.78170,-31.78170,0,,,,,0.229000,0.058000,-0.058000,0
2500,HD 206610 b,,,,,813.64480,168.44990,-168.44990,0,,,,,0.230000,0.060000,-0.060000,0
2501,HD 206610 b,,,,,647.10188,20.65895,-20.65895,0,,,,,0.100000,0.042000,-0.042000,0
2502,HD 206893 b,8899.19540,699.22250,-667.43965,0,,,,,,,,,0.140000,0.050000,-0.050000,0
2503,HD 206893 b,8263.53858,4449.59770,-4449.59770,0,,,,,,,,,0.230000,0.130000,-0.160000,0
2504,HD 206893 c,4036.42077,381.39409,-317.82841,0,,,,,,,,,0.410000,0.030000,-0.030000,0
2505,HD 207496 b,6.10000,1.60000,-1.60000,0,,,,,,,,,0.231000,0.042000,-0.049000,0
2506,HD 207496 b,,,,,,,,,,,,,,,,
2507,HD 20781 b,,,,,1.93000,0.39000,-0.36000,0,,,,,0.100000,0.110000,-0.070000,0
2508,HD 20781 c,,,,,5.33000,0.70000,-0.67000,0,,,,,0.090000,0.090000,-0.060000,0
2509,HD 20781 d,,,,,10.61000,1.20000,-1.19000,0,,,,,0.110000,0.050000,-0.060000,0
2510,HD 20781 e,,,,,14.03000,1.56000,-1.56000,0,,,,,0.060000,0.060000,-0.040000,0
2511,HD 20782 b,,,,,572.07000,73.10000,-73.10000,0,,,,,0.920000,0.030000,-0.030000,0
2512,HD 20782 b,,,,,454.49690,9.53490,-9.53490,0,,,,,0.956000,0.004000,-0.004000,0
2513,HD 20782 b,,,,,472.83000,33.22000,-33.88000,0,,,,,0.950000,0.001000,-0.001000,0
2514,HD 20782 b,,,,,619.76850,187.51970,-187.51970,0,,,,,0.970000,0.010000,-0.010000,0
2515,HD 20782 b,,,,,232.01000,15.89000,-15.89000,0,,,,,0.570000,0.040000,-0.040000,0
2516,HD 207832 b,,,,,177.98480,28.92253,-28.92253,0,,,,,0.197000,0.053000,-0.053000,0
2517,HD 207832 b,,,,,177.98480,19.06980,-9.53490,0,,,,,0.130000,0.180000,-0.050000,0
2518,HD 207832 b,,,,,190.69800,19.06980,-19.06980,0,,,,,0.130000,0.120000,-0.120000,0
2519,HD 207832 c,,,,,232.01590,57.20940,-15.89150,0,,,,,0.270000,0.220000,-0.100000,0
2520,HD 207897 b,,,,,,,,,,,,,,,,
2521,HD 207897 b,14.40000,1.60000,-1.60000,0,14.40000,1.60000,-1.60000,0,,,,,0.047000,0.057000,-0.033000,0
2522,HD 20794 b,,,,,2.70000,0.30000,-0.30000,0,2.700,0.300,-0.300,0,0.000000,,,0
2523,HD 20794 b,,,,,2.82000,0.10000,-0.80000,0,,,,,0.270000,0.040000,-0.220000,0
2524,HD 20794 c,,,,,2.52000,0.52000,-0.83000,0,,,,,0.170000,0.100000,-0.160000,0
2525,HD 20794 c,,,,,2.40000,0.40000,-0.40000,0,2.400,0.400,-0.400,0,0.000000,,,0
2526,HD 20794 d,,,,,4.80000,0.60000,-0.60000,0,4.800,0.600,-0.600,0,0.000000,,,0
2527,HD 20794 d,,,,,3.52000,0.58000,-1.01000,0,,,,,0.250000,0.160000,-0.210000,0
2528,HD 20794 e,,,,,4.77000,0.96000,-0.86000,0,,,,,0.290000,0.140000,-0.180000,0
2529,HD 208487 b,,,,,152.55000,19.07000,-19.07000,0,,,,,0.220000,0.100000,-0.100000,0
2530,HD 208487 b,,,,,143.02000,15.89000,-15.89000,0,,,,,0.320000,0.100000,-0.100000,0
2531,HD 208487 b,,,,,165.26500,26.06100,-26.06100,0,,,,,0.240000,0.160000,-0.160000,0
2532,HD 208527 b,,,,,3146.40000,540.30000,-540.30000,0,,,,,0.080000,0.040000,-0.040000,0
2533,HD 20868 b,,,,,397.28750,187.51970,-187.51970,0,,,,,0.750000,0.000000,0.000000,0
2534,HD 20868 b,,,,,632.46000,15.89000,-15.89000,0,,,,,0.750000,0.002000,-0.002000,0
2535,HD 208897 b,,,,,379.48712,15.57359,-13.98445,0,,,,,0.020000,0.049000,-0.010000,0
2536,HD 208897 b,,,,,444.96200,25.42640,-25.42640,0,,,,,0.070000,0.060000,-0.060000,0
2537,HD 209458 b,232.01590,12.71320,-12.71320,0,,,,,,,,,0.000000,,,0
2538,HD 209458 b,235.19420,19.06980,-19.06980,0,,,,,,,,,,,,
2539,HD 209458 b,,,,,,,,,,,,,,,,
2540,HD 209458 b,217.71355,6.35660,-6.35660,0,,,,,,,,,,,,
2541,HD 209458 b,197.05000,15.89000,-15.89000,0,,,,,,,,,0.000000,0.040000,-0.040000,0
2542,HD 209458 b,219.30270,,,0,,,,,,,,,,,,
2543,HD 209458 b,217.70400,4.76700,-4.44900,0,,,,,,,,,,,,
2544,HD 209458 b,,,,,211.35589,6.99222,-6.99222,0,,,,,0.010000,0.011000,-0.007400,0
2545,HD 209458 b,,,,,,,,,,,,,,,,
2546,HD 209458 b,,,,,,,,,,,,,,,,
2547,HD 209458 b,226.93062,5.40311,-5.40311,0,,,,,,,,,,,,
2548,HD 209458 b,,,,,222.15400,2.22500,-2.22500,0,,,,,0.000000,0.000000,0.000000,0
2549,HD 209458 b,,,,,,,,,,,,,,,,
2550,HD 209458 b,,,,,,,,,,,,,,,,
2551,HD 209458 b,,,,,,,,,,,,,,,,
2552,HD 209458 b,200.22000,,,0,,,,,,,,,,,,
2553,HD 209458 b,203.40000,28.60000,-28.60000,0,,,,,,,,,,,,
2554,HD 209458 b,219.29000,,,0,,,,,,,,,0.000000,,,0
2555,HD 209458 b,216.76006,4.44962,-4.76745,0,,,,,,,,,0.008100,,,1
2556,HD 209458 b,,,,,,,,,,,,,,,,
2557,HD 210193 b,,,,,153.10000,23.30000,-23.30000,0,,,,,0.240000,0.090000,-0.090000,0
2558,HD 210277 b,,,,,409.98000,34.96000,-34.96000,0,,,,,0.476000,0.017000,-0.017000,0
2559,HD 210277 b,,,,,410.00070,15.89150,-15.89150,0,,,,,0.480000,0.020000,-0.020000,0
2560,HD 210277 b,,,,,392.83591,10.17051,-10.17051,0,,,,,0.472000,0.005500,-0.005600,0
2561,HD 210277 b,,,,,390.91000,15.89000,-15.89000,0,,,,,0.472000,0.011000,-0.011000,0
2562,HD 210277 b,,,,,406.81000,127.13000,-127.13000,0,,,,,0.450000,0.080000,-0.080000,0
2563,HD 210702 b,,,,,574.63664,30.82951,-30.82951,0,,,,,0.028000,0.034000,-0.034000,0
2564,HD 210702 b,,,,,603.87700,,,0,,,,,0.094000,0.052000,-0.052000,0
2565,HD 210702 b,,,,,481.51004,19.70536,-16.84491,0,,,,,0.071000,0.019000,-0.051000,0
2566,HD 210702 b,,,,,626.12510,34.96130,-57.20940,0,,,,,0.106000,,,1
2567,HD 211403 b,,,,,1760.76937,123.95308,-120.77479,0,,,,,0.084000,0.057000,-0.044000,0
2568,HD 211810 b,,,,,212.94610,139.84520,-139.84520,0,,,,,0.680000,0.140000,-0.140000,0
2569,HD 211970 b,,,,,13.00000,2.50000,-2.50000,0,,,,,0.150000,0.100000,-0.100000,0
2570,HD 212301 b,,,,,162.09330,12.71320,-12.71320,0,,,,,0.000000,,,0
2571,HD 212301 b,,,,,143.01700,,,0,,,,,0.000000,,,0
2572,HD 212771 b,,,,,759.61370,85.81410,-85.81410,0,,,,,0.076000,0.051000,-0.051000,0
2573,HD 212771 b,,,,,730.97800,127.12700,-127.12700,0,,,,,0.111000,0.060000,-0.060000,0
2574,HD 212771 b,,,,,1172.79270,165.27160,-165.27160,0,,,,,0.110000,0.060000,-0.060000,0
2575,HD 213240 b,1655.88600,476.74261,-155.73592,0,1474.72381,44.49598,-41.31769,0,,,,,0.420100,0.010000,-0.009300,0
2576,HD 213240 b,,,,,1430.23500,,,0,,,,,0.450000,0.040000,-0.040000,0
2577,HD 213240 b,,,,,1773.49140,98.52730,-98.52730,0,,,,,0.420000,0.010000,-0.010000,0
2578,HD 213472 b,,,,,1112.39942,349.61125,-187.51876,0,,,,,0.530000,0.120000,-0.085000,0
2579,HD 213519 b,,,,,9.21702,2.86046,-1.27131,0,,,,,0.413000,0.172000,-0.144000,0
2580,HD 213885 b,8.83000,0.66000,-0.65000,0,,,,,,,,,0.000000,,,0
2581,HD 213885 b,,,,,,,,,,,,,,,,
2582,HD 213885 c,,,,,19.95000,1.38000,-1.36000,0,,,,,0.000000,,,0
2583,HD 21411 b,,,,,65.90000,25.60000,-25.60000,0,,,,,0.400000,0.150000,-0.150000,0
2584,HD 214823 b,,,,,6451.94900,826.35800,-826.35800,0,,,,,0.164100,0.002600,-0.002600,0
2585,HD 214823 b,6451.91666,540.30829,-476.74261,0,6229.43678,444.95977,-444.95977,0,,,,,0.163600,0.004200,-0.004200,0
2586,HD 214823 b,,,,,6102.33600,444.96200,-444.96200,0,,,,,0.154000,0.014000,-0.014000,0
2587,HD 214823 b,5914.78665,1316.76309,-339.75857,0,,,,,,,,,0.161000,0.003000,-0.003000,0
2588,HD 215152 b,,,,,1.81900,0.50100,-0.62900,0,,,,,0.000000,,,0
2589,HD 215152 c,,,,,1.72000,0.61800,-0.72500,0,,,,,0.000000,,,0
2590,HD 215152 d,,,,,2.80100,0.80900,-0.92300,0,,,,,0.000000,,,0
2591,HD 215152 e,,,,,2.87700,1.06300,-1.48100,0,,,,,0.000000,,,0
2592,HD 215497 b,,,,,6.35660,3.17830,-3.17830,0,,,,,0.160000,0.090000,-0.090000,0
2593,HD 215497 b,,,,,6.60000,,,0,,,,,0.160000,0.090000,-0.090000,0
2594,HD 215497 c,111.23994,6.35657,-6.35657,0,,,,,,,,,0.470000,0.030000,-0.040000,0
2595,HD 215497 c,,,,,104.30000,,,0,,,,,0.490000,0.040000,-0.040000,0
2596,HD 216435 b,,,,,400.40000,41.30000,-41.30000,0,,,,,0.070000,0.078000,-0.078000,0
2597,HD 216435 b,,,,,400.45000,57.21000,-57.21000,0,,,,,0.140000,0.140000,-0.140000,0
2598,HD 216437 b,,,,,578.45060,,,0,,,,,0.290000,0.120000,-0.120000,0
2599,HD 216437 b,1334.87931,222.47988,-222.47988,0,,,,,,,,,0.310000,0.010000,-0.010000,0
2600,HD 216437 b,,,,,706.53609,18.43414,-18.43414,0,,,,,0.317000,0.028000,-0.027000,0
2601,HD 216437 b,,,,,667.44300,95.34900,-95.34900,0,,,,,0.330000,0.090000,-0.090000,0
2602,HD 216437 b,1233.17422,232.01474,-232.01474,0,708.75735,26.69759,-26.37976,0,,,,,0.318000,0.028000,-0.028000,0
2603,HD 216520 b,,,,,10.26000,0.99000,-0.99000,0,,,,,0.090000,0.060000,-0.060000,0
2604,HD 216520 b,,,,,10.36121,1.14418,-1.20775,0,,,,,0.190000,0.130000,-0.120000,0
2605,HD 216520 c,,,,,9.44000,1.63000,-1.63000,0,,,,,0.120000,0.080000,-0.080000,0
2606,HD 216536 b,,,,,467.19000,63.56000,-38.14000,0,,,,,0.380000,0.120000,-0.100000,0
2607,HD 216536 b,,,,,333.72150,127.13200,-127.13200,0,,,,,0.380000,0.110000,-0.110000,0
2608,HD 216770 b,,,,,181.16310,15.89150,-15.89150,0,,,,,0.370000,0.060000,-0.060000,0
2609,HD 216770 b,,,,,206.58950,,,0,,,,,0.370000,0.060000,-0.060000,0
2610,HD 21693 b,,,,,8.23000,1.08000,-1.05000,0,,,,,0.120000,0.090000,-0.080000,0
2611,HD 21693 c,,,,,17.37000,1.77000,-1.79000,0,,,,,0.070000,0.060000,-0.050000,0
2612,HD 217107 b,,,,,413.17900,15.89150,-15.89150,0,,,,,0.130000,0.010000,-0.010000,0
2613,HD 217107 b,,,,,449.23380,1.33480,-1.33480,0,,,,,0.128300,0.002700,-0.002700,0
2614,HD 217107 b,,,,,440.19234,12.39531,-12.39531,0,,,,,0.127900,0.001700,-0.001600,0
2615,HD 217107 b,,,,,435.41000,44.49000,-44.49000,0,,,,,0.130000,0.020000,-0.020000,0
2616,HD 217107 b,,,,,422.70000,15.89000,-15.89000,0,,,,,0.132000,0.005000,-0.005000,0
2617,HD 217107 b,,,,,441.77000,34.96000,-34.96000,0,,,,,0.126700,0.005200,-0.005200,0
2618,HD 217107 c,,,,,1369.84043,41.31769,-41.31769,0,,,,,0.392800,0.006900,-0.006700,0
2619,HD 217107 c,,,,,1434.30600,22.88300,-22.88300,0,,,,,0.384800,0.008600,-0.008600,0
2620,HD 217107 c,,,,,826.32000,47.67000,-47.67000,0,,,,,0.517000,0.033000,-0.033000,0
2621,HD 217107 c,,,,,667.40000,318.00000,-318.00000,0,,,,,0.550000,0.200000,-0.200000,0
2622,HD 217107 c,,,,,1423.87840,63.56600,-57.20940,0,,,,,0.376000,0.014000,-0.014000,0
2623,HD 217107 c,,,,,794.54000,152.55000,-152.55000,0,,,,,0.537000,0.026000,-0.026000,0
2624,HD 21749 c,3.70000,,,1,,,,,,,,,,,,
2625,HD 21749 c,,,,,,,,,,,,,,,,
2626,HD 217786 b,4402.55909,402.68859,-416.67304,0,,,,,,,,,0.311000,0.002000,-0.003000,0
2627,HD 217786 b,9185.24096,921.70238,-953.48522,0,3912.46769,79.45710,-79.45710,0,,,,,0.315800,0.008200,-0.008000,0
2628,HD 217786 b,,,,,4131.62000,254.25300,-254.25300,0,,,,,0.400000,0.050000,-0.050000,0
2629,HD 217786 c,,,,,7.31005,0.63566,-0.63566,0,,,,,0.399000,0.169000,-0.218000,0
2630,HD 217958 b,166.54209,110.28646,-20.02319,0,,,,,,,,,0.156000,0.093000,-0.081000,0
2631,HD 218566 b,,,,,66.74150,6.35633,-6.35633,0,,,,,0.300000,0.100000,-0.100000,0
2632,HD 218566 b,,,,,62.93002,5.72091,-5.72091,0,,,,,0.270000,0.100000,-0.095000,0
2633,HD 218566 b,,,,,63.56600,19.06980,-19.06980,0,,,,,0.300000,0.100000,-0.100000,0
2634,HD 219077 b,,,,,4258.92200,241.55080,-247.90740,0,,,,,0.768000,0.004000,-0.004000,0
2635,HD 219077 b,3057.50928,318.14624,-232.96822,0,,,,,,,,,0.768000,0.002000,-0.002000,0
2636,HD 219077 b,3359.44626,57.20911,-54.03083,0,3324.48514,47.67426,-47.67426,0,,,,,0.766000,0.003300,-0.003000,0
2637,HD 219077 b,,,,,3302.11000,28.60000,-28.60000,0,,,,,0.770000,0.003000,-0.003000,0
2638,HD 219134 b,4.74000,0.19000,-0.19000,0,,,,,,,,,0.000000,,,0
2639,HD 219134 b,,,,,4.32000,0.44000,-0.44000,0,4.336,0.442,-0.442,0,0.020000,0.120000,0.000000,0
2640,HD 219134 b,,,,,4.13177,0.31783,-0.34961,0,,,,,0.063000,0.070000,-0.045000,0
2641,HD 219134 b,,,,,,,,,,,,,,,,
2642,HD 219134 b,,,,,3.81396,0.31783,-0.31783,0,,,,,0.000000,,,0
2643,HD 219134 b,,,,,,,,,,,,,,,,
2644,HD 219134 c,,,,,2.78000,0.61000,-0.61000,0,,,,,0.080000,0.450000,-0.010000,0
2645,HD 219134 c,,,,,3.49613,0.63566,-0.63566,0,,,,,0.000000,,,0
2646,HD 219134 c,4.36000,0.22000,-0.22000,0,,,,,,,,,0.062000,0.039000,-0.039000,0
2647,HD 219134 c,,,,,,,,,,,,,,,,
2648,HD 219134 c,,,,,3.55968,0.44496,-0.44496,0,,,,,0.160000,0.120000,-0.110000,0
2649,HD 219134 c,,,,,,,,,,,,,,,,
2650,HD 219134 d,,,,,8.94000,1.13000,-1.13000,0,,,,,0.460000,0.110000,-0.110000,0
2651,HD 219134 d,,,,,16.39995,1.01705,-0.95349,0,,,,,0.077000,0.055000,-0.050000,0
2652,HD 219134 d,16.17000,0.64000,-0.64000,-1,,,,,,,,,0.138000,0.025000,-0.025000,0
2653,HD 219134 d,,,,,21.29461,1.27132,-1.27132,0,,,,,0.000000,,,0
2654,HD 219134 f,,,,,7.72323,0.73101,-0.69922,0,,,,,0.072000,0.078000,-0.051000,0
2655,HD 219134 f,,,,,8.89924,0.95349,-0.95349,0,,,,,0.000000,,,0
2656,HD 219134 f,7.30000,0.40000,-0.40000,-1,,,,,,,,,0.148000,0.047000,-0.047000,0
2657,HD 219134 g,,,,,10.80622,1.27132,-1.27132,0,,,,,0.000000,,,0
2658,HD 219134 h,,,,,97.89115,4.44960,-4.44960,0,,,,,0.025000,0.027000,-0.018000,0
2659,HD 219134 h,,,,,71.00000,60.00000,-2.00000,0,,,,,0.340000,0.170000,-0.170000,0
2660,HD 219134 h,,,,,108.06220,6.35660,-6.35660,0,,,,,0.060000,0.040000,-0.040000,0
2661,HD 219134 h,,,,,76.27920,10.80622,-10.80622,0,,,,,0.060000,,,0
2662,HD 219139 b,,,,,247.90616,15.89142,-63.56568,0,,,,,0.110000,0.087000,-0.081000,0
2663,HD 219415 b,,,,,317.83000,,,0,,,,,0.400000,0.090000,-0.090000,0
2664,HD 219666 b,,,,,,,,,,,,,,,,
2665,HD 219666 b,,,,,,,,,,,,,,,,
2666,HD 219666 b,16.60000,1.30000,-1.30000,0,,,,,,,,,0.000000,,,0
2667,HD 219666 b,,,,,,,,,,,,,,,,
2668,HD 219828 b,,,,,19.06980,3.17830,-3.17830,0,,,,,0.000000,,,0
2669,HD 219828 b,,,,,21.00000,1.40000,-1.40000,0,,,,,0.059000,0.036000,-0.036000,0
2670,HD 219828 b,,,,,20.97678,3.81396,-3.81396,0,,,,,0.101000,0.063000,-0.063000,0
2671,HD 219828 b,,,,,19.80000,,,0,,,,,0.000000,,,0
2672,HD 219828 b,,,,,19.06970,1.58914,-1.58914,0,,,,,0.091000,0.021000,-0.025000,0
2673,HD 219828 c,,,,,4640.31800,731.00900,-731.00900,0,,,,,0.810200,0.005100,-0.005100,0
2674,HD 219828 c,5102.41725,1118.75599,-403.64208,0,,,,,,,,,0.811000,0.004000,-0.004000,0
2675,HD 219828 c,,,,,4799.23300,270.15550,-270.15550,0,,,,,0.811500,0.003200,-0.003200,0
2676,HD 220074 b,,,,,3527.80000,572.10000,-572.10000,0,,,,,0.140000,0.050000,-0.050000,0
2677,HD 220074 b,,,,,5288.69120,4214.42580,-4214.42580,0,,,,,0.140000,0.050000,-0.050000,0
